,author,url,date,rating,review,year,review_length,scores,compound_scores,labels
461,swishitsenthil,https://www.imdb.com/review/rw6089923/?ref_=tt_urv,2020-09-13,10.0,Breh! This movie is amazing.,2020,28,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6239}",0.6239,positive
462,aleksandersochan,https://www.imdb.com/review/rw6161848/?ref_=tt_urv,2020-10-09,6.0,Underwhelming action movie that got lost in the Nolan sauce.,2020,60,"{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
463,farisyasserk,https://www.imdb.com/review/rw6027337/?ref_=tt_urv,2020-08-26,8.0,This is great,2020,13,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.6249,positive
464,DarthWalker,https://www.imdb.com/review/rw7199023/?ref_=tt_urv,2021-08-05,3.0,"Boring, nonsensical and lacked cohesion",2021,39,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
465,theduk,https://www.imdb.com/review/rw6399965/?ref_=tt_urv,2020-12-25,8.0,My mind is kinda there and not there,2020,36,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
466,Grismar,https://www.imdb.com/review/rw6018778/?ref_=tt_urv,2020-08-22,8.0,Don't listen to the nay-sayers,2020,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
467,drpock,https://www.imdb.com/review/rw6029475/?ref_=tt_urv,2020-08-26,9.0,"Enjoyed it the first time, loved it the second!",2020,47,"{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.8172}",0.8172,positive
468,sashion,https://www.imdb.com/review/rw6020566/?ref_=tt_urv,2020-08-23,10.0,100% a must watch,2020,17,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
469,kriskaiser,https://www.imdb.com/review/rw6525252/?ref_=tt_urv,2021-01-25,10.0,You will need 'Those Little Grey Cells',2021,39,"{'neg': 0.154, 'neu': 0.846, 'pos': 0.0, 'compound': -0.024}",-0.024,negative
470,jakerocks,https://www.imdb.com/review/rw6756737/?ref_=tt_urv,2021-03-29,1.0,A noisy mess,2021,12,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,negative
471,apuente,https://www.imdb.com/review/rw7236156/?ref_=tt_urv,2021-08-16,5.0,"If Nolan Was Pixar, This Was Cars 2.....",2021,40,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
472,magadalwarmayur,https://www.imdb.com/review/rw6026314/?ref_=tt_urv,2020-08-25,6.0,Cold and confusing,2020,18,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
473,melwinbauer,https://www.imdb.com/review/rw7541547/?ref_=tt_urv,2021-11-12,8.0,Good addition to the Nolan catalogue but with a few major flaws,2021,63,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.2382}",0.2382,positive
474,Deux_Vega,https://www.imdb.com/review/rw6348353/?ref_=tt_urv,2020-12-08,4.0,Nolan went too far ...,2020,22,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
475,Underwear_Billionaire,https://www.imdb.com/review/rw6028171/?ref_=tt_urv,2020-08-26,10.0,Coolest sci fi since judgement day,2020,34,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
476,jamieaster,https://www.imdb.com/review/rw6029612/?ref_=tt_urv,2020-08-26,9.0,An incredible roller coaster time travel inversion ride from beginning to end,2020,77,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
477,joshuarenealvarez,https://www.imdb.com/review/rw6323029/?ref_=tt_urv,2020-11-30,9.0,Tenet (2020),2020,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
478,BigJimNoFool,https://www.imdb.com/review/rw6056653/?ref_=tt_urv,2020-09-02,6.0,Nolan's weakest effort,2020,22,"{'neg': 0.623, 'neu': 0.377, 'pos': 0.0, 'compound': -0.5106}",-0.5106,negative
479,comi_of_visnjica,https://www.imdb.com/review/rw6089640/?ref_=tt_urv,2020-09-12,8.0,Interesting,2020,11,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,positive
480,pc,https://www.imdb.com/review/rw6370271/?ref_=tt_urv,2020-12-16,5.0,Convoluted with Pseudo-Scientific Babble,2020,40,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
481,charlieamargolis,https://www.imdb.com/review/rw6032039/?ref_=tt_urv,2020-08-27,8.0,A great film but not Nolan's best,2020,33,"{'neg': 0.41, 'neu': 0.36, 'pos': 0.23, 'compound': -0.4592}",-0.4592,negative
482,TheFlashyRedCat,https://www.imdb.com/review/rw6504801/?ref_=tt_urv,2021-01-19,8.0,Newest entry from master of time,2021,32,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
483,mha,https://www.imdb.com/review/rw6564962/?ref_=tt_urv,2021-02-05,6.0,An Over Ambitous Failed Attempt At Trying to Be Clever and Entertaining,2021,71,"{'neg': 0.181, 'neu': 0.495, 'pos': 0.324, 'compound': 0.3818}",0.3818,positive
484,Ynocrozplatfom,https://www.imdb.com/review/rw7885978/?ref_=tt_urv,2022-02-21,6.0,It's just too messy,2022,19,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
485,miababic,https://www.imdb.com/review/rw6031482/?ref_=tt_urv,2020-08-27,5.0,Couldn't understand a single word said,2020,38,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
486,tmriddl,https://www.imdb.com/review/rw6075755/?ref_=tt_urv,2020-09-08,10.0,"Mindblowing, epic and very very original",2020,40,"{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.4351}",0.4351,positive
487,GiraffeDoor,https://www.imdb.com/review/rw6132273/?ref_=tt_urv,2020-09-28,6.0,I feel like i've watched it forwards and back in one sitting...,2020,63,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,positive
488,jan_kalina,https://www.imdb.com/review/rw6158134/?ref_=tt_urv,2020-10-08,5.0,Christopher Nolan Loses His Way With Tenet,2020,42,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
489,mcuster,https://www.imdb.com/review/rw7428492/?ref_=tt_urv,2021-10-10,2.0,"I watched it backwards, it was a lot better...",2021,46,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
490,chloemichelleashby,https://www.imdb.com/review/rw6130890/?ref_=tt_urv,2020-09-28,1.0,Did the high raters review the wrong film?,2020,42,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
491,Lynne,https://www.imdb.com/review/rw6030436/?ref_=tt_urv,2020-08-27,5.0,Loud and confusing.,2020,19,"{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.2263}",-0.2263,negative
492,fbv,https://www.imdb.com/review/rw6968266/?ref_=tt_urv,2021-05-26,1.0,Subtitles will not save this mess,2021,33,"{'neg': 0.579, 'neu': 0.421, 'pos': 0.0, 'compound': -0.6708}",-0.6708,negative
493,spilledinkcinema,https://www.imdb.com/review/rw6396146/?ref_=tt_urv,2020-12-24,4.0,Huh? What a waste of money and time.,2020,36,"{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.4215}",-0.4215,negative
494,rblafosse,https://www.imdb.com/review/rw7602980/?ref_=tt_urv,2021-11-30,3.0,Exhausting to watch,2021,19,"{'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
495,Labowski,https://www.imdb.com/review/rw6338314/?ref_=tt_urv,2020-12-05,4.0,TEDIOUS,2020,7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
496,gmaileatsyourlunch,https://www.imdb.com/review/rw7791008/?ref_=tt_urv,2022-01-23,3.0,Aloof and exhausting,2022,20,"{'neg': 0.556, 'neu': 0.444, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
497,bartmichels,https://www.imdb.com/review/rw6024516/?ref_=tt_urv,2020-08-24,9.0,A decent time-manipulation sci-fi movie,2020,39,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
498,johnterrell,https://www.imdb.com/review/rw6111657/?ref_=tt_urv,2020-09-20,7.0,"Breathtaking, if not a bit empty",2020,32,"{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.5562}",0.5562,positive
499,adguler,https://www.imdb.com/review/rw7412533/?ref_=tt_urv,2021-10-05,5.0,Maybe a good movie maybe not...,2021,31,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
500,werner,https://www.imdb.com/review/rw6059170/?ref_=tt_urv,2020-09-03,10.0,he did it again ... or will he...,2020,33,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
501,mohammadhoseinjj,https://www.imdb.com/review/rw6060611/?ref_=tt_urv,2020-09-04,10.0,Christopher Nolan's Magnum Opus,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
502,AlphaBravoCheesecake,https://www.imdb.com/review/rw6327359/?ref_=tt_urv,2020-12-01,5.0,"An overlong, stunningly filmed pretentious mess of a film",2020,57,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
503,khdee,https://www.imdb.com/review/rw7123824/?ref_=tt_urv,2021-07-15,4.0,I wanted to like this,2021,21,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,positive
504,LeonLouisRicci,https://www.imdb.com/review/rw7218283/?ref_=tt_urv,2021-08-11,6.0,"""IGNORANCE IS OUR BEST WEAPON/DEFENSE""",2021,38,"{'neg': 0.258, 'neu': 0.309, 'pos': 0.433, 'compound': 0.4019}",0.4019,positive
505,Iwould,https://www.imdb.com/review/rw6060830/?ref_=tt_urv,2020-09-04,2.0,i would be happy to invert myself just to forget this movie,2020,59,"{'neg': 0.13, 'neu': 0.616, 'pos': 0.253, 'compound': 0.4215}",0.4215,positive
506,ozomatfan,https://www.imdb.com/review/rw6092126/?ref_=tt_urv,2020-09-13,8.0,Complexity at its Best!,2020,23,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.6696}",0.6696,positive
507,fimdb,https://www.imdb.com/review/rw7499770/?ref_=tt_urv,2021-11-01,1.0,Just read a few of the 1 star reviewers to know what I thought,2021,62,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
508,Old_Movie_Watching_With_Rob,https://www.imdb.com/review/rw7991770/?ref_=tt_urv,2022-03-21,1.0,Convoluted mess,2022,15,"{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
509,rakibmiah,https://www.imdb.com/review/rw6018513/?ref_=tt_urv,2020-08-22,10.0,"Amazing, don't listen to the haters",2020,35,"{'neg': 0.291, 'neu': 0.364, 'pos': 0.345, 'compound': 0.1531}",0.1531,positive
510,paul_stokes,https://www.imdb.com/review/rw6036892/?ref_=tt_urv,2020-08-28,3.0,Style but no substance (and horrific sound),2020,43,"{'neg': 0.64, 'neu': 0.36, 'pos': 0.0, 'compound': -0.872}",-0.872,negative
511,FinnickatNuernberg,https://www.imdb.com/review/rw6052905/?ref_=tt_urv,2020-09-01,10.0,Absolutely ingenious! Be sure to watch it several times!,2020,56,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.485}",0.485,positive
512,oblivioushdbusiness,https://www.imdb.com/review/rw6017546/?ref_=tt_urv,2020-08-22,10.0,Christopher Nolan does it again,2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
513,Darvener,https://www.imdb.com/review/rw6070057/?ref_=tt_urv,2020-09-06,10.0,Brilliant screenplay,2020,20,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,positive
514,spookyrat,https://www.imdb.com/review/rw6955876/?ref_=tt_urv,2021-05-23,6.0,A Self - Indulgent Cinematic Excess!,2021,36,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
515,gaffar,https://www.imdb.com/review/rw6379036/?ref_=tt_urv,2020-12-19,8.0,Must watch with subtitles,2020,25,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
516,francokm,https://www.imdb.com/review/rw6695465/?ref_=tt_urv,2021-03-15,5.0,You love ir or hate it,2021,22,"{'neg': 0.311, 'neu': 0.336, 'pos': 0.353, 'compound': 0.128}",0.128,positive
517,muqi,https://www.imdb.com/review/rw6067671/?ref_=tt_urv,2020-09-06,1.0,this movie really puzzled me,2020,28,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.2484}",-0.2484,negative
518,jtheater,https://www.imdb.com/review/rw6090442/?ref_=tt_urv,2020-09-13,1.0,You only like because the director calls Nolan,2020,46,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.3612,positive
519,banelekunene,https://www.imdb.com/review/rw6036086/?ref_=tt_urv,2020-08-28,10.0,IF I COULD RATE IT A 100 I WOULD!!!!!,2020,37,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
520,dalek,https://www.imdb.com/review/rw6178949/?ref_=tt_urv,2020-10-15,9.0,"IF you GET it, Its a GREAT Movie. See it in the cinema, if you can..",2020,68,"{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.7034}",0.7034,positive
521,sasquach,https://www.imdb.com/review/rw6093093/?ref_=tt_urv,2020-09-14,4.0,Makes no sense....nonsense,2020,26,"{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
522,crazychainsaw,https://www.imdb.com/review/rw7109334/?ref_=tt_urv,2021-07-10,10.0,I don't understand the 1 star reviews...,2021,40,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
523,gdeangel,https://www.imdb.com/review/rw6154387/?ref_=tt_urv,2020-10-07,2.0,hot garbage,2020,11,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
524,MK_Ultra_,https://www.imdb.com/review/rw6340530/?ref_=tt_urv,2020-12-05,1.0,Bloated tripe.,2020,14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
525,aceupyoursleeve,https://www.imdb.com/review/rw6546200/?ref_=tt_urv,2021-01-31,7.0,Don't think just watch,2021,22,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
526,danceman,https://www.imdb.com/review/rw6317481/?ref_=tt_urv,2020-11-28,6.0,The most confusing thing,2020,24,"{'neg': 0.422, 'neu': 0.578, 'pos': 0.0, 'compound': -0.2944}",-0.2944,negative
527,undsiebzig,https://www.imdb.com/review/rw6040227/?ref_=tt_urv,2020-08-29,10.0,A long time since I've seen something as profound as this movie,2020,63,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
528,Gazoopi,https://www.imdb.com/review/rw6053403/?ref_=tt_urv,2020-09-01,4.0,An attempt to be overly clever and failing miserably,2020,52,"{'neg': 0.416, 'neu': 0.39, 'pos': 0.195, 'compound': -0.5267}",-0.5267,negative
529,athanasiosspyropoulos,https://www.imdb.com/review/rw6441305/?ref_=tt_urv,2021-01-04,3.0,"Nice idea, badly executed",2021,25,"{'neg': 0.392, 'neu': 0.253, 'pos': 0.354, 'compound': -0.0772}",-0.0772,negative
530,cpallaria,https://www.imdb.com/review/rw6063422/?ref_=tt_urv,2020-09-05,10.0,Closer to Memento rather than Inception,2020,39,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
531,gareth,https://www.imdb.com/review/rw6319275/?ref_=tt_urv,2020-11-28,4.0,Very Expensive pile of excrement,2020,32,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
532,toutouguy,https://www.imdb.com/review/rw6098856/?ref_=tt_urv,2020-09-16,9.0,You don't have to watch it twice if you pay attention to the details,2020,68,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.1027}",-0.1027,negative
533,bucekcrk,https://www.imdb.com/review/rw7068168/?ref_=tt_urv,2021-06-27,7.0,Im confused,2021,11,"{'neg': 0.697, 'neu': 0.303, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
534,zerny,https://www.imdb.com/review/rw6327362/?ref_=tt_urv,2020-12-01,7.0,Visually Stunning,2020,17,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3818}",0.3818,positive
535,Tonyhughes,https://www.imdb.com/review/rw6068554/?ref_=tt_urv,2020-09-06,3.0,The Emperor's Film,2020,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
536,galibahmed,https://www.imdb.com/review/rw6019094/?ref_=tt_urv,2020-08-23,10.0,"Astonishing, He's Done It Again",2020,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
537,olleyy,https://www.imdb.com/review/rw6379027/?ref_=tt_urv,2020-12-19,8.0,A great Nolan film. One you will be able to rewatch over and over down the line.,2020,80,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.6249}",0.6249,positive
538,shanayneigh,https://www.imdb.com/review/rw6380165/?ref_=tt_urv,2020-12-19,2.0,Dull,2020,4,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,negative
539,luiginastro,https://www.imdb.com/review/rw6044944/?ref_=tt_urv,2020-08-30,5.0,First viewing: a resounding no,2020,30,"{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
540,eee,https://www.imdb.com/review/rw6116203/?ref_=tt_urv,2020-09-22,10.0,Mind blowing,2020,12,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
541,silicontourist,https://www.imdb.com/review/rw6392684/?ref_=tt_urv,2020-12-23,1.0,A Mumbled and complete Jumbled up non informative confusing mish mash trash!,2020,76,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.2942}",-0.2942,negative
542,Enricohendrix,https://www.imdb.com/review/rw6040444/?ref_=tt_urv,2020-08-29,3.0,Indulgent,2020,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
543,davidgonzalezcanto,https://www.imdb.com/review/rw6058485/?ref_=tt_urv,2020-09-03,9.0,This film will catch your mind,2020,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
544,listofnames,https://www.imdb.com/review/rw6032367/?ref_=tt_urv,2020-08-27,7.0,Overly complex time wimey business,2020,34,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
545,garymathe,https://www.imdb.com/review/rw6889414/?ref_=tt_urv,2021-05-07,3.0,Rare Nolan fail,2021,15,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",-0.5423,negative
546,jhonculada,https://www.imdb.com/review/rw6467215/?ref_=tt_urv,2021-01-12,9.0,A different take on time-travel,2021,31,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
547,FHMPlan,https://www.imdb.com/review/rw6120159/?ref_=tt_urv,2020-09-24,8.0,We don't get it! But not sure Nolan did...,2020,42,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.4088}",-0.4088,negative
548,stanleyquinn,https://www.imdb.com/review/rw6117356/?ref_=tt_urv,2020-09-23,7.0,Good but not great,2020,18,"{'neg': 0.529, 'neu': 0.238, 'pos': 0.232, 'compound': -0.5409}",-0.5409,negative
549,ksb,https://www.imdb.com/review/rw6032550/?ref_=tt_urv,2020-08-27,5.0,Pretentious !,2020,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
550,Nobbsy,https://www.imdb.com/review/rw7580460/?ref_=tt_urv,2021-11-24,3.0,I Get it (NOT),2021,14,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
551,gokul_,https://www.imdb.com/review/rw7289360/?ref_=tt_urv,2021-08-30,4.0,Burger 🍔 on the pizza 🍕 top,2021,27,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.2023}",0.2023,positive
552,Durmey,https://www.imdb.com/review/rw7217975/?ref_=tt_urv,2021-08-11,4.0,Let's all ignore the laws of physics and gravity,2021,48,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3612}",-0.3612,negative
553,xxxxxdarkmoon,https://www.imdb.com/review/rw6101996/?ref_=tt_urv,2020-09-17,8.0,fantastic,2020,9,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",0.5574,positive
554,willz,https://www.imdb.com/review/rw6395003/?ref_=tt_urv,2020-12-24,1.0,Washington cant act,2020,19,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
555,bseybolt,https://www.imdb.com/review/rw6351744/?ref_=tt_urv,2020-12-09,5.0,Inaudible and incomprehensible,2020,30,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
556,trevorh,https://www.imdb.com/review/rw6057617/?ref_=tt_urv,2020-09-03,10.0,A Fantastic Mental Exercise,2020,27,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.5574}",0.5574,positive
557,droopyn,https://www.imdb.com/review/rw6768045/?ref_=tt_urv,2021-04-01,6.0,Lost from beginning til end,2021,27,"{'neg': 0.365, 'neu': 0.635, 'pos': 0.0, 'compound': -0.3182}",-0.3182,negative
558,wishbinvisible,https://www.imdb.com/review/rw7592061/?ref_=tt_urv,2021-11-27,3.0,Not Understandable,2021,18,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
559,cw,https://www.imdb.com/review/rw6036719/?ref_=tt_urv,2020-08-28,10.0,Second Watch makes it a 10,2020,26,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
560,barunboudh,https://www.imdb.com/review/rw6033834/?ref_=tt_urv,2020-08-28,9.0,An expression of Nolans mind,2020,28,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
561,Calicodreamin,https://www.imdb.com/review/rw6054654/?ref_=tt_urv,2020-09-02,8.0,"My brain hurts, but in a good way",2020,33,"{'neg': 0.188, 'neu': 0.459, 'pos': 0.353, 'compound': 0.4215}",0.4215,positive
562,aastikhimta,https://www.imdb.com/review/rw6832719/?ref_=tt_urv,2021-04-20,3.0,Expected alot,2021,13,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
563,Jodishaw,https://www.imdb.com/review/rw6044230/?ref_=tt_urv,2020-08-30,6.0,The sound,2020,9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
564,bob,https://www.imdb.com/review/rw6416411/?ref_=tt_urv,2020-12-28,1.0,Complete garbage,2020,16,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
565,brianjohnson,https://www.imdb.com/review/rw6122372/?ref_=tt_urv,2020-09-25,1.0,I don't often give out 1 star reviews. But this was awful.,2020,58,"{'neg': 0.308, 'neu': 0.692, 'pos': 0.0, 'compound': -0.6124}",-0.6124,negative
566,wilfredm,https://www.imdb.com/review/rw6411374/?ref_=tt_urv,2020-12-27,1.0,"Lol, watch it multiple times, hell no",2020,37,"{'neg': 0.5, 'neu': 0.294, 'pos': 0.206, 'compound': -0.6124}",-0.6124,negative
567,chloeurc,https://www.imdb.com/review/rw6072675/?ref_=tt_urv,2020-09-07,8.0,Another good one,2020,16,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
568,prbessette,https://www.imdb.com/review/rw6940112/?ref_=tt_urv,2021-05-19,10.0,No matter how many times I watch I see it differently,2021,53,"{'neg': 0.214, 'neu': 0.68, 'pos': 0.107, 'compound': -0.2732}",-0.2732,negative
569,kellindil,https://www.imdb.com/review/rw6387636/?ref_=tt_urv,2020-12-21,4.0,"worse of Nolan, overdid it",2020,26,"{'neg': 0.437, 'neu': 0.563, 'pos': 0.0, 'compound': -0.4767}",-0.4767,negative
