,author,url,date,rating,review
1705,Horror_Flick_Fanatic,https://www.imdb.com/review/rw6343996/?ref_=tt_urv,7 December 2020,7,Tenet for Dummies (2020) needed!
1706,Shazam-O,https://www.imdb.com/review/rw7086401/?ref_=tt_urv,3 July 2021,3,Need to watch it twice?! You don't even need to watch it once.
1707,rpclewis,https://www.imdb.com/review/rw6036536/?ref_=tt_urv,28 August 2020,1,No - just no
1708,r-denaoui,https://www.imdb.com/review/rw6830852/?ref_=tt_urv,19 April 2021,5,"This was a loud roller coaster of a movie, where you think you're gonna go backwards but all you're doing is spinning around"
1709,sultan_2008,https://www.imdb.com/review/rw6045274/?ref_=tt_urv,30 August 2020,1,the worst movie ever
1710,thedifferent,https://www.imdb.com/review/rw6474916/?ref_=tt_urv,14 January 2021,10,It was more than a masterpiece
1711,pernillec-84900,https://www.imdb.com/review/rw6383727/?ref_=tt_urv,20 December 2020,10,LOVE it
1712,dc-robertshaw,https://www.imdb.com/review/rw7066769/?ref_=tt_urv,27 June 2021,10,Second viewing reveals the genius of this film.
1713,jeethendrachilukuri,https://www.imdb.com/review/rw6366412/?ref_=tt_urv,14 December 2020,10,ITS IMAX ONLY - BLOCKBUSTER
1714,airharm,https://www.imdb.com/review/rw6318769/?ref_=tt_urv,28 November 2020,1,Very boring film
1715,craziebtch666,https://www.imdb.com/review/rw6126532/?ref_=tt_urv,26 September 2020,1,Absolutely awful!
1716,michael-64099,https://www.imdb.com/review/rw7315968/?ref_=tt_urv,7 September 2021,9,Amazing!!
1717,alxgalvan,https://www.imdb.com/review/rw6096376/?ref_=tt_urv,15 September 2020,10,Nolan does it again
1718,mitchellbrown-20798,https://www.imdb.com/review/rw6091610/?ref_=tt_urv,13 September 2020,4,"An opened ended, misleading complex mess."
1719,jamesantonyroberts,https://www.imdb.com/review/rw6036681/?ref_=tt_urv,28 August 2020,4,Hot trash
1720,mohammadparsayan,https://www.imdb.com/review/rw6185445/?ref_=tt_urv,18 October 2020,10,Just Amazing new masterpiece by Nolan
1721,gp-48159,https://www.imdb.com/review/rw7065210/?ref_=tt_urv,26 June 2021,3,What a shallow mess
1722,georgeanthony-81156,https://www.imdb.com/review/rw6042696/?ref_=tt_urv,29 August 2020,6,Confusing
1723,Doctor-of-Nothing,https://www.imdb.com/review/rw6458943/?ref_=tt_urv,9 January 2021,1,Soulless & Smug
1724,jonah-jf,https://www.imdb.com/review/rw6051690/?ref_=tt_urv,31 August 2020,10,Genius
1725,ryanlegrand,https://www.imdb.com/review/rw6103177/?ref_=tt_urv,17 September 2020,7,A technical prowess with dumb stakes
1726,gidgeymomo,https://www.imdb.com/review/rw6019810/?ref_=tt_urv,23 August 2020,1,Boring and dumb
1727,rkgrbhnng,https://www.imdb.com/review/rw6386937/?ref_=tt_urv,21 December 2020,3,Rather watch a Bond movie
1728,0w0,https://www.imdb.com/review/rw6330105/?ref_=tt_urv,2 December 2020,8,"It's a fantastic display of cinematography, but not a fantastic film..."
1729,garrettglover,https://www.imdb.com/review/rw6101013/?ref_=tt_urv,16 September 2020,10,Underrated Success
1730,seamanm,https://www.imdb.com/review/rw6894664/?ref_=tt_urv,8 May 2021,4,"Crash, bang, wallop but who cares"
1731,shortpuppy,https://www.imdb.com/review/rw6681144/?ref_=tt_urv,10 March 2021,2,A Vin Diesel Movie for MENSA Members
1732,rtamos,https://www.imdb.com/review/rw6831249/?ref_=tt_urv,20 April 2021,1,Intriguingly bad
1733,david-meldrum,https://www.imdb.com/review/rw6050105/?ref_=tt_urv,31 August 2020,7,"Visually Stunning, But Nothing's Really There To Move You"
1734,rolfvanbaar,https://www.imdb.com/review/rw6101880/?ref_=tt_urv,17 September 2020,9,A unique masterpiece
1735,soheilroghani,https://www.imdb.com/review/rw6620029/?ref_=tt_urv,21 February 2021,1,Christopher Nolan falls as fast as he can
1736,osazag,https://www.imdb.com/review/rw6361370/?ref_=tt_urv,13 December 2020,4,A 200 million dollar headache!
1737,mokokos,https://www.imdb.com/review/rw6381559/?ref_=tt_urv,20 December 2020,2,One of the worst movies in last 10 years
1738,tlunsf,https://www.imdb.com/review/rw6955136/?ref_=tt_urv,23 May 2021,3,The time travel doesn't hold water.
1739,zapadahitesh-24653,https://www.imdb.com/review/rw6347224/?ref_=tt_urv,8 December 2020,8,"This movie is only for science freak, they can understand in a better way."
1740,andrewburgereviews,https://www.imdb.com/review/rw6139730/?ref_=tt_urv,1 October 2020,7,"Time travel... no, wait, literally!"
1741,romanyefimets,https://www.imdb.com/review/rw6940531/?ref_=tt_urv,19 May 2021,10,mind blowing
1742,rekak,https://www.imdb.com/review/rw6033734/?ref_=tt_urv,28 August 2020,4,Incredibly boring and empty
1743,marineproductions1,https://www.imdb.com/review/rw6069221/?ref_=tt_urv,6 September 2020,9,Nolan has once again proved to us that he's the #1 director in the world
1744,sissyneck23,https://www.imdb.com/review/rw6432224/?ref_=tt_urv,1 January 2021,1,Odd
1745,douglascaleb,https://www.imdb.com/review/rw6875286/?ref_=tt_urv,3 May 2021,1,"Convoluted, Perplexing, Puzzling, Painful!"
1746,sparkythesloth,https://www.imdb.com/review/rw7572824/?ref_=tt_urv,22 November 2021,3,Weak plot. Nice special effects.
1747,thierryfiq,https://www.imdb.com/review/rw6353265/?ref_=tt_urv,10 December 2020,1,Unwatchable
1748,Shaikha_S,https://www.imdb.com/review/rw7618243/?ref_=tt_urv,5 December 2021,1,"Waste of money, waste of time."
1749,jovangvozdenspa,https://www.imdb.com/review/rw6089528/?ref_=tt_urv,12 September 2020,8,If you reading this Nolan i give you free idea for your next movie.
1750,mahmus,https://www.imdb.com/review/rw6360093/?ref_=tt_urv,12 December 2020,6,"Impressive set pieces and ambitious concept, but bland characters and boring story"
1751,PingPongTiddly,https://www.imdb.com/review/rw6479690/?ref_=tt_urv,15 January 2021,9,Not for all - But a genius creation
1752,viktorlunde,https://www.imdb.com/review/rw6104985/?ref_=tt_urv,18 September 2020,10,Best time travel movie so far
1753,osoliman8,https://www.imdb.com/review/rw6383197/?ref_=tt_urv,20 December 2020,1,Woof this movie is BAD I feel sorry for the actors
1754,ncunha42,https://www.imdb.com/review/rw6128919/?ref_=tt_urv,27 September 2020,7,"Ahead of my time (your time, even it's time)"
1755,netmedia-1,https://www.imdb.com/review/rw8384981/?ref_=tt_urv,30 July 2022,10,Only Nolan can('t) do this
1756,pulak25690,https://www.imdb.com/review/rw6319711/?ref_=tt_urv,29 November 2020,6,Tries to be too smart for its audience
1757,john-kerbel,https://www.imdb.com/review/rw6429088/?ref_=tt_urv,31 December 2020,6,Made my ears bleed
1758,Steeler92,https://www.imdb.com/review/rw6637925/?ref_=tt_urv,26 February 2021,4,Completely lost
1759,Bob_Harris_UK,https://www.imdb.com/review/rw6060985/?ref_=tt_urv,4 September 2020,3,"Probably a good film, if you can hear the audio dialogue."
1760,dr_clarke_2,https://www.imdb.com/review/rw6521259/?ref_=tt_urv,24 January 2021,10,The sort of high-brow modern-day cinematic spectacle that Nolan fans have come to expect
1761,stevelivesey67,https://www.imdb.com/review/rw6913107/?ref_=tt_urv,13 May 2021,6,"Complicated, nonsense, disappointing movie"
1762,mickman91-1,https://www.imdb.com/review/rw7539461/?ref_=tt_urv,12 November 2021,8,Great entertainment and concept but perhaps a bit too complicated
1763,kostas_Fourkiotis,https://www.imdb.com/review/rw6066731/?ref_=tt_urv,5 September 2020,3,Brain cell killer!
1764,tanujisha,https://www.imdb.com/review/rw6221683/?ref_=tt_urv,31 October 2020,3,I opted out long before the movie ended
1765,gc-walker,https://www.imdb.com/review/rw6046282/?ref_=tt_urv,30 August 2020,4,Shockingly bad acting by Washington & mumbled audio
1766,hnzorro,https://www.imdb.com/review/rw6183933/?ref_=tt_urv,17 October 2020,9,Stop thinking linear or don't think at all
1767,hmarote,https://www.imdb.com/review/rw6080052/?ref_=tt_urv,10 September 2020,4,Weird and boring mission impossible.
1768,elisaac-94823,https://www.imdb.com/review/rw6114630/?ref_=tt_urv,22 September 2020,9,"Amazing at first watch, masterpiece at second."
1769,Slarkshark,https://www.imdb.com/review/rw6090351/?ref_=tt_urv,13 September 2020,8,I think I liked it
1770,fb3993,https://www.imdb.com/review/rw6140768/?ref_=tt_urv,2 October 2020,5,"Nice movie, hard to follow"
1771,pdollak,https://www.imdb.com/review/rw8404929/?ref_=tt_urv,5 August 2022,5,Who knows what the heck is going on?
1772,apietruchapoczta,https://www.imdb.com/review/rw8398098/?ref_=tt_urv,4 August 2022,6,Had to watch 3 times to understand (a bit)
1773,johnsmithjanuary-20081,https://www.imdb.com/review/rw7707076/?ref_=tt_urv,31 December 2021,4,disorganized version of Inception
1774,nathan-bahr-535-797908,https://www.imdb.com/review/rw6071540/?ref_=tt_urv,7 September 2020,10,Go see it twice!!! Nolan does it again!
1775,ayushchhetri-46169,https://www.imdb.com/review/rw6020001/?ref_=tt_urv,23 August 2020,,Oh my God!
1776,garrety-83991,https://www.imdb.com/review/rw6453026/?ref_=tt_urv,8 January 2021,1,Garbage
1777,Madsemilweibull,https://www.imdb.com/review/rw6024517/?ref_=tt_urv,24 August 2020,9,It gets even better after a rewatch
1778,vluckylkv,https://www.imdb.com/review/rw6780602/?ref_=tt_urv,4 April 2021,1,Messy and confusing
1779,granthbardsley,https://www.imdb.com/review/rw6053162/?ref_=tt_urv,1 September 2020,8,Confusingly brilliant
1780,Mikheil-H,https://www.imdb.com/review/rw6270886/?ref_=tt_urv,14 November 2020,8,Nolan's masterpiece..... on the second watch..... maybe?
1781,animishra,https://www.imdb.com/review/rw6672483/?ref_=tt_urv,7 March 2021,6,Review from future
1782,ingmarbeldman-753-927212,https://www.imdb.com/review/rw6077923/?ref_=tt_urv,9 September 2020,5,"great idea, wrong genre and execusion"
1783,trevorcooper-78186,https://www.imdb.com/review/rw7047499/?ref_=tt_urv,20 June 2021,1,Incomprehensible pretentious twaddle
1784,Advocate-6,https://www.imdb.com/review/rw6574160/?ref_=tt_urv,7 February 2021,2,totally unbelievable
1785,kraigg-1,https://www.imdb.com/review/rw6370401/?ref_=tt_urv,16 December 2020,6,"Good, but not Christopher Nolan good"
1786,trupadeteatru,https://www.imdb.com/review/rw6359900/?ref_=tt_urv,12 December 2020,4,An embarrassing step in Nolan's career!
1787,sumitjainkgp,https://www.imdb.com/review/rw7227656/?ref_=tt_urv,14 August 2021,1,Worst
1788,achillesbith,https://www.imdb.com/review/rw6120385/?ref_=tt_urv,24 September 2020,8,Very good but not very good
1789,Flickerater,https://www.imdb.com/review/rw6339717/?ref_=tt_urv,5 December 2020,3,"Terrible plot, writing, and especially acting / direction"
1790,linerider,https://www.imdb.com/review/rw6096197/?ref_=tt_urv,15 September 2020,1,"Horrible, horrible film!"
1791,kubarev,https://www.imdb.com/review/rw6433730/?ref_=tt_urv,2 January 2021,1,Loose theory with tons of propaganda
1792,johnorval,https://www.imdb.com/review/rw8415121/?ref_=tt_urv,8 August 2022,8,Everything but the sound.
1793,brynnharms,https://www.imdb.com/review/rw6459734/?ref_=tt_urv,10 January 2021,7,Good not great
1794,arnzy-07350,https://www.imdb.com/review/rw6019234/?ref_=tt_urv,23 August 2020,10,A very well thought out film
1795,jayviolette,https://www.imdb.com/review/rw6130846/?ref_=tt_urv,28 September 2020,2,Had to ask for a refund....it's that bad.
1796,mattysym,https://www.imdb.com/review/rw6049700/?ref_=tt_urv,31 August 2020,9,"Great movie, still don't understand."
1797,stuff_er,https://www.imdb.com/review/rw6398935/?ref_=tt_urv,25 December 2020,6,Way too high concept to be enjoyable
1798,jtkeroac94,https://www.imdb.com/review/rw6468739/?ref_=tt_urv,12 January 2021,4,Disappointment overshadows the good stuff
1799,ahmed-m-abdelhafeez,https://www.imdb.com/review/rw6063559/?ref_=tt_urv,5 September 2020,10,YOU ARE THE PROTAGONIST.
1800,joshuablankenshipnola,https://www.imdb.com/review/rw6441624/?ref_=tt_urv,4 January 2021,1,I expected more from Christopher Nolan.
1801,loydwood,https://www.imdb.com/review/rw6144737/?ref_=tt_urv,3 October 2020,9,"It's a Nolan film, what do you expect???!!!!"
1802,iamBakasur,https://www.imdb.com/review/rw7511230/?ref_=tt_urv,5 November 2021,7,"great visuals, but confusing"
1803,j-madej,https://www.imdb.com/review/rw6046270/?ref_=tt_urv,30 August 2020,8,"Perhaps 'T E N E T"" is Nolan's audition for the next Bond movie."
1804,danushkabm,https://www.imdb.com/review/rw6104278/?ref_=tt_urv,18 September 2020,10,I didn't Understand
1805,adrianstealth,https://www.imdb.com/review/rw6085754/?ref_=tt_urv,11 September 2020,3,Nolan's massive failure
1806,johnarthurhayward,https://www.imdb.com/review/rw6384009/?ref_=tt_urv,20 December 2020,3,Naaa
1807,bravojohny,https://www.imdb.com/review/rw6167891/?ref_=tt_urv,11 October 2020,3,Great in all technical aspects - but sorely lacking in storybuilding
1808,dopefishie,https://www.imdb.com/review/rw8109739/?ref_=tt_urv,2 May 2022,8,I saw this movie for the 2nd time today... will see it for the 1st time tomorrow
1809,toby-chi,https://www.imdb.com/review/rw6881085/?ref_=tt_urv,5 May 2021,2,Not entertaining
1810,provochoudhury,https://www.imdb.com/review/rw7054188/?ref_=tt_urv,22 June 2021,6,They made me whatch it again! confusing plot.
1811,rk911,https://www.imdb.com/review/rw6870622/?ref_=tt_urv,2 May 2021,4,"Wait, what?"
1812,SanthM,https://www.imdb.com/review/rw6065768/?ref_=tt_urv,5 September 2020,9,Tenet makes me want to back to watch it. (Pun intended)
1813,jack-52382,https://www.imdb.com/review/rw6595002/?ref_=tt_urv,14 February 2021,2,Woof! Woof!
1814,Soul_Snatcher,https://www.imdb.com/review/rw6065808/?ref_=tt_urv,5 September 2020,8,Lack of cast depth to a impeccable story-line
1815,xgarrettstr,https://www.imdb.com/review/rw7922769/?ref_=tt_urv,6 March 2022,5,If Video Game Fetch Quests Were A Movie
1816,showmebeauty,https://www.imdb.com/review/rw6033439/?ref_=tt_urv,28 August 2020,9,A cinematic experience unlike any other
1817,matthewsmith-50157,https://www.imdb.com/review/rw6897985/?ref_=tt_urv,9 May 2021,10,"Brilliant, captivating, well fleshed out"
1818,orsova,https://www.imdb.com/review/rw6330396/?ref_=tt_urv,2 December 2020,4,Nope
1819,puneetdwivedi-66585,https://www.imdb.com/review/rw6047384/?ref_=tt_urv,30 August 2020,10,Nolan's reach is unfathomable in terms of his imagination and execution!
1820,bestgaycities,https://www.imdb.com/review/rw6372377/?ref_=tt_urv,17 December 2020,5,Too complicated
1821,danielsjoblom-53814,https://www.imdb.com/review/rw6265301/?ref_=tt_urv,13 November 2020,3,Increasing problems with sound
1822,gerardmjkelly,https://www.imdb.com/review/rw6050882/?ref_=tt_urv,31 August 2020,6,Poor audio ruined a good film
1823,Vartiainen,https://www.imdb.com/review/rw6166712/?ref_=tt_urv,11 October 2020,7,Nolan dives head first into the concept of time
1824,rataduncan,https://www.imdb.com/review/rw7203812/?ref_=tt_urv,7 August 2021,7,Only one criticism.
1825,macmichaelomalley,https://www.imdb.com/review/rw6074030/?ref_=tt_urv,7 September 2020,9,"Amazing Soundtrack and cool physics idea, feel like the plot didn't exploit it fully"
1826,House-of_cards,https://www.imdb.com/review/rw6065005/?ref_=tt_urv,5 September 2020,3,Washington Miscast and a mess
1827,mike-ager,https://www.imdb.com/review/rw6894859/?ref_=tt_urv,8 May 2021,6,"6/10, but I'll probably change that when I watch it again!"
1828,sampatmohanty,https://www.imdb.com/review/rw6365980/?ref_=tt_urv,14 December 2020,10,Legendary
1829,claptrap-48642,https://www.imdb.com/review/rw6832041/?ref_=tt_urv,20 April 2021,5,"Ridiculous, arduous, tedious and lousy"
1830,gabrielpearson,https://www.imdb.com/review/rw6029490/?ref_=tt_urv,26 August 2020,10,Best film of the year.
1831,Ring_of_Sun,https://www.imdb.com/review/rw6059256/?ref_=tt_urv,3 September 2020,10,Unique Idea with mindblowing direction......
1832,isobellefox,https://www.imdb.com/review/rw6424723/?ref_=tt_urv,30 December 2020,5,whateverevetahw
1833,pacificperplexity,https://www.imdb.com/review/rw6067336/?ref_=tt_urv,6 September 2020,4,"Dont be afraid to admit it makes no sense, because it doesn't"
1834,jared79,https://www.imdb.com/review/rw6803506/?ref_=tt_urv,11 April 2021,8,Not as hard to follow as some say.
1835,DanLawson146,https://www.imdb.com/review/rw6034015/?ref_=tt_urv,28 August 2020,9,Spectacularly nonsensical
1836,cnile-56470,https://www.imdb.com/review/rw7799395/?ref_=tt_urv,25 January 2022,1,Don't bother. Makes zero sense
1837,ankitdhame,https://www.imdb.com/review/rw6030683/?ref_=tt_urv,27 August 2020,10,Tenet - Why this film succeeded in what it wanted to achieve
1838,rfm-6,https://www.imdb.com/review/rw6405790/?ref_=tt_urv,26 December 2020,1,Loud and ridiculous
1839,tfk_punk,https://www.imdb.com/review/rw6128202/?ref_=tt_urv,27 September 2020,10,Not for the weak of mind.
1840,kenvb-24915,https://www.imdb.com/review/rw6112695/?ref_=tt_urv,21 September 2020,10,Mind blowing
1841,canerbaskurt,https://www.imdb.com/review/rw6466963/?ref_=tt_urv,12 January 2021,3,Why would you make a movie this confusing?
1842,tlght,https://www.imdb.com/review/rw8436696/?ref_=tt_urv,12 August 2022,8,See it for what it is.
1843,cypherxp,https://www.imdb.com/review/rw7840698/?ref_=tt_urv,6 February 2022,4,A Symphony Of Chaos!
1844,halithanakbulut,https://www.imdb.com/review/rw6029671/?ref_=tt_urv,26 August 2020,8,NO EXPLANATION
1845,jonahrr,https://www.imdb.com/review/rw6056096/?ref_=tt_urv,2 September 2020,7,What did I just watch lol
1846,bacirap,https://www.imdb.com/review/rw6038462/?ref_=tt_urv,29 August 2020,1,Hard to believe this was Nolan's work
1847,jon_pratt12345,https://www.imdb.com/review/rw6574305/?ref_=tt_urv,7 February 2021,6,Confusing but enjoyable
1848,coilfyzx,https://www.imdb.com/review/rw8398105/?ref_=tt_urv,4 August 2022,9,Artistry
1849,dillon-77085,https://www.imdb.com/review/rw6047348/?ref_=tt_urv,30 August 2020,2,"Bond, Matrix... Who knows????"
1850,rgkarim,https://www.imdb.com/review/rw6060200/?ref_=tt_urv,4 September 2020,8,"A Tenet To Maserful Work and Mind Bending Plots, But Some Execution Issues Further Complicate Things"
1851,JMaekelae,https://www.imdb.com/review/rw6037460/?ref_=tt_urv,29 August 2020,5,A modern Bond without the swagger
